程序导标记，不用翻译,,,,,,,
ID,name,desc,talk_pre,talk_accept,talk_doing,talk_finish,task_failed
203,Search for the Corpse,Eighth Auntie guess that the man has been killed by the Demon of West Region. She hope that  you can find him.,"A young man passed here before you and said that he was willing to pick some wild fruits for me, but it's so odd that there would be one whole day. Did you see him outside of here? I'm sorry to bother you, but could you help me to look for him? I'm afraid for him.","I presume that he was killed. However, I have to see him if he's alive, or his corpse if he's dead.",How is it going on? Is there anything you find?,Those are the devils that eat human beings without spitting bones.,"Never mind, you may try again next time."
204,Revenge,"The counterjumper was attacked by the Western Regions Evil Monk as soon as he left the cave, because all his activities were watched by them. Those Western Regions Evil Monk usually wandering in the depth of the forest.","I was the counterjumper of the commercial chamber in the Ghost Shadow Swamp in front. The boss asked me to come here and pick some wild fruits. When I passed here, I saw an old woman who was very weak, so I planned to pick some wild fruits for her. Unfortunately, I was found by a group of monks with weird appearance. Although I got rid of them, I was seriously wounded...... I hope some warm-hearted people can revenge me.","You have to be careful, since those Evil Monks are not easy to deal with.",Have you revenged the counterjumper?,"As I expected, you are a man with loyalty. There are heroes in every generation. A daughter is farther than her fair mother.","Never mind, you may try again next time."
205,Test before Action,Eighth Auntie has saved the life of the counterjumper of the commercial chamber in the Ghost Shadow Swamp. So they will surely help us as long as we show the token of Eighth Auntie.,"The Demon of West Region is the head conductor behind them. He lives in the Ghost Wind Valley. You can ask the boss of the commercial chamber or his counterjumper for detail. The boss and I have been good friends for many years, and he has suffered a lot from them. He will know I send you there as long as you show him my token.","There will be a hard trip, you must get well prepared. Keep well the thing I gave you. I don't know when we will meet again in the future, so take care!","You said you were sent by Eighth Auntie? I don't believe you, unless you show me her token. ",You are really sent by Eighth Auntie. How is she these days? My boss mentioned her several days before.,"Never mind, you may try again next time."
206,Take the Head of Demon (elite),The Demon of West Region hides in the depth of the Ghost Wind Valley and he has many underlings. Even Eighth Auntie who is a master of martial art was beaten and prisoned in the cave by him. It bodes ill rather than well if you go there alone...,"In order to get my Talisman, the Demon of West Region has tried every way. Actually, the Talisman is not with me now, I have deposited it with an old friend. If you can go to visit him with the head of the Demon of West Region, I'm sure he will treat you well.","Be careful! Although you have made some progress, you cannot beat the Demon of West Region. You'd better ask several other people to go with you.",You must pay some price for Eighth Auntie's Talisman. Don't waste your time here if you haven't the head of the Demon of West Region.,"Haha... rewards allure men to brave danger. These rewards are for you, take them!","Never mind, you may try again next time."
207,Transport Goods,Help the counterjumper to bring some fruits back to the Boss of Commercial Chamber.,"I have some fruits to send back to the camp of the trade caravan, but I can't carry them all by myself. I wonder whether you could help me with them by the way. Then, you can also take a rest there.","Hehe, although it is troubled all over the world, there are still many warm-hearted people.","The counterjumper asked you to bring some fruits here, didn't he?","Sorry to have bothered you, you can have dinner here as you like.","Never mind, you may try again next time."
208,Latent Crisis,Help the boss of the Trade Caravan Camp to wipe out the Rotten-Eat Crocodile who wandering in the Ghost Shadow Swamp.,"Well... You don't know this. This was a busy street before. One day, a Beelzebub make the whole woodland spiritless by his magic power. The animals in the woodland became very cruel and they always attack the trade caravans who pass by. Gradually, fewer and fewer trade caravans come here. Keeee... I don't know with whom to do business in the future. How great it would be if someone have the ability to wipe out those beasts...","The Rotten-Eat Crocodile always wandering in the Ghost Shadow Swamp in scores, you have to take care!",How can you come back so fast? Are you sure that you have wiped out all of them? ,Eighth Auntie's friends are as great as expected. Haha...,"Never mind, you may try again next time."
209,Crisis in the Swamp,"The Boss of the Trade Caravan Camp become more scared, because the dead bodies of Rotten-Eat Crocodile have attracted even more Red Head Vulture. The boss hope you can kill all the Red Head Vulture around the camp.","One counterjumper of our camp was attacked suddenly by the Red Head Vulture when he was working. They pecked the flesh on his body madly. Although we tried our best to drive them after we find that, we failed to save him. Those Red Head Vulture are too rampant to tolerate. We must revenge our dead brother",We leave this to you. You are expected to cut the claws of the Red Head Vulture to sacrifice our brother.,Is everything going on smoothly? You must take care of yourself.,It is such a pleasing thing to see the bloody claws.,"Never mind, you may try again next time."
210,The Bald Vulture Head (elite),"There is a huge vulture in the depth of the swamp, who is the most loyal servant of the Demon of West Region. It guards the ghost-wreathed swamp and watches every plants here. ","The counterjumper who always go out to chop wood said that he once saw a huge vulture flying in the depth of the marsh, with many Red Head Vulture around it. I think it must have some relationship with the things happened before. The Red Head Vulture won't offend us any more if we kill it.",Take care! I think you'd better ask someone to go with you although you are an expert of martial art.,Be careful! Have you found the huge Bald Vulture Head?,Maybe we will meet with a greater trouble. Take a rest now.,"Never mind, you may try again next time."
211,Most Urgent,The boss lost his purse in the mess. All of his properties are in it. The boss begged you to find it.,Is there anyone who saw my purse?  Have you seen it? It's all up...... Those are the hard-earned money I save for many years... Who can help me to find it?  What can I do? My money...... ,Would you like help me?  All right! I will give you a handsome reward if you can find it.,Have you found my purse?,It is fortunate that you are here. This is the reward I give to you. Take it. ,"Never mind, you may try again next time."
212,The Augur Disaster,The boss of the caravan is commanding his counterjumpers. He tells you that the evil power has been conscious of a justice power rising from here quietly. Groups of Rotten-Eat Crocodile and Red Head Vulture will come in the near future. Now they are preparing for the battle and they hope you can stay to fight with them.,The death of the Bald Vulture Head caused the group agitation of the aberrance animals. They became more cruel and more irritable than usual. It seems that the catastrophe would be inevitable. Then let's prepare to meet them.,Wipe them out!  Come on!,I can't stand any more! They are so crazy...,We wiped them out finally. You have contributed a lot to this success! ,"Never mind, you may try again next time."
213,The Wounded Apothecary,Help the Apothecary in the Snow Village to give a lesson to the aberrance  plants that have become evil.,"I'm the Apothecary in the Snow Village. I was collecting the herbs in the valley when the herbs walk like human beings unexpectedly and even attack me. Look, they hurtled me so seriously.",Thank you very much. I would have been back much earlier without their disturbance.,Have you helped me to wipe out those disgusting plants?,Thank you! I won't fear to be harassed by them any more.,"Never mind, you may try again next time."
214,Look for the Pharmacopoeia,The Apothecary in the Snow Village has lost his pharmacopoeia in the Ghost Wind Valley. Go to find it for him.,"I have lost a precious pharmacopoeia which is my lifeblood. I beg you, warm-hearted man, could you help me to take it back?",Thanks a lot! The forest is so vast that it's very difficult for me to look for the pharmacopoeia alone.,"You kind man, is there any news of my pharmacopoeia?",It is my fortune that I meet you today. Haha...,"Never mind, you may try again next time."
215,Request of the Fur Chapman,The Fur Chapman is a villager of Snow Village. He heard from others that the Black Bears here are very large. So he come here to collect the fur of black bears.,The cold winter is still lasting... The young men in rich families in the city start to buy fury coats. I come here specially to purchase the fur of black bear. It is said that the black bears here are very large and the furs are of high quality. Have you got any? I purchase them on high price. ,"Hehe, since you are such a frank person, I will offer you a high price. ","Hi, chap! How many pieces of fur have you got?",Haha... the black bear fur really deserves the reputation it enjoys. You see? It touches so great! Thanks a lot! I will come into contact with you if I need more next time.,"Never mind, you may try again next time."
216,The Jokul Flying Snake,The Jokul Flying Snake on the snow mountain were caused by the enchanter in the Far Temple with his magic power. Your task is to help the hunter to kill them.,"Recently, some strange snakes that can fly appeared on the mountain. No one knows where they come from. They like acting in groups to attack the livestock and small animals. The villagers complained a lot about that. The snakes should be hibernating in winter. It's so weird that these snakes are not hibernating, isn't it? I guess these snakes have some relationship with the Western Region Monks who come here some time before. In order not to be attack by the Jokul Flying Snake any more, the villagers gave me a sum of money and asked me to kill these snakes. I have never touch with them alone before. If you can help me, I will give me part of the reward, is that all right?","Hehe, I'm afraid to be refused by you. I wait here for your good news.","Dude, be quick! I boasted to the villagers just now that I would finish it in a very short time... ","You come back so early! Haha, Unexpectedly, this task was completed so smoothly... Hehe, please wait a minute, I will give you the reward.","Never mind, you may try again next time."
217,The Delicious Food,Help the hunter to hunt for some mountain wild wolves and send them to Uncle Liu.,"I have almost forgotten that I have to send some mountain wild wolf meats to Uncle Liu. He..ke...like boar very much. Every time I go out to hunt, I take some back to him. Hehe... would you like to hunt some more boars for me?",So frank. We are friends and I won't treat unfairly.,"It's a little bit late now, have you got enough mountain wild wolf meat that I need?","Haha... I saw you when you were still some distance away from here. The hunter who came back earlier than you told me that someone would bring me wolf meats, I know it's you... Here you are, it's your reward.","Never mind, you may try again next time."
218,Kaoliang Spirit,Help Uncle Liu to collect some Kaoliang Spirit on the land covered by snow. ,"People here like to bury the Kaoliang Spirit they made in the snow. Thus, the wine tastes much better. However, the snow is too heavy recently that it's difficult to find the wine. That would be great if you'd like to fetch Kaoliang Spirit for me.",I will wait for you. I am cooking my wolf meat now...,Delicious meat eat with good wine...Haha... Those are the most delicious food in the world!,Sorry to have troubled you...Haha... I will go to enjoy them now. This is your reward.,"Never mind, you may try again next time."
219,The Shortage of Resources,Help the blacksmith to collect some iron ore on the Riprap Hillock.,"The consumption of iron ore is very great recently. Would you like to collect some for me?  But something weird happened these days, the stones on the mountain can form a human-like shape and walk on the snowland. You have to be careful, because they will attack people. Since a group of odd-worn monks arrived here some time before, there have been more and more strange things.","I'm going to work, you come to me as soon as you collect enough iron ore.","I told you to collect enough iron ore before you come to me, remember?","You come back timely, I just used up those I have.","Never mind, you may try again next time."
220,The Shortage of Resources,Help the blacksmith to collect some iron ore again on the Riprap Hillock.,The boss on the Whorl Mountain asked me to make hundreds of weapons recently. I don't know what great event will happen. The iron ore you collected before is not enough. Would you like to collect some more? Please! I cannot afford to displease those men.,Sorry to have troubled you! I cannot afford to displease them. I will pay more to you.,"These iron ore are not enough. If we can't hand in the weapons, we will be in peril of our life.",I think that would be enough this time. Thank you very much! This is your payment. ,"Never mind, you may try again next time."
221,The Eyes of Snow Eagles,Help the Apothecary in the snow village to collect the eyes of Snow Eagles.,"Several days before, Far Temple sent a seductive and bewitching monk here. He asked me to prepare some herbs and also paid off the money. Would you like to help me to collect some eyes of the snow eagles.",The snow eagles are very difficult to deal with. You'd better consider much about it and get well prepared.  ,How many have you collected? I'm waiting for them to make medicine.,Thank you for your hard work! You are a speedy worker. Hehe!,"Never mind, you may try again next time."
222,The Gallbladders of Snow Leopards,Help the Apothecary in the snow village to collect the gallbladders of snow leopards.,"Those people have ordered ten gallbladders of snow leopard. How rich they are! Haha, I will get rich this time. If you can help me to collect some gallbladders of snow leopard, I will treat you fairly.",The snow leopards are even more difficult to deal with than the snow eagles. You'd better get well prepared.,Be careful! It won't be worthwhile doing this if you lose your life.,"Haha, you never know how it was difficult when I collected the gallbladders of snow leopard by myself before. Fortunately, you can help me to do this now. Ke...I have to recognize myself to be old... ","Never mind, you may try again next time."
223,Worry of the Village Head,Help the village head to give a lesson to the strange snow man on the Riprap Hillock.,"I don't know what to do now. Many strange things happened all around. Even the stones can form a human-shaped monster to attack our village. Now, the villagers dare not go out alone. Could you help us to find a way to solve the problem?",We leave all it to you. You have to be careful.,"How is it going on? The snow man is difficult to deal with, aren't they?","Those snow man are finally wiped out. Our village return to the tranquility temporary, but it is not a way to make lasting tranquility.","Never mind, you may try again next time."
224,Worry of the Village Head (elite),Help the village head to wipe out the snow giant.,"You have done a lot these days. Some villagers said they had seen a larger snow giant appear in the mountain. Could you go to have a look? If he is the head of the snowmen, please kill him, then our village can regain tranquility.",I suggest that you assemble some partners to go with you on this trip.,Be careful! I'm sure the monster is not easy to deal with.,Great! I thank you on behalf of the villagers. You must accept these rewards.,"Never mind, you may try again next time."
225,The Soul of Eighth Auntie,Go to Far Temple to look for the Soul of Eighth Auntie.,"Eighth Auntie was here just now. Firstly, she was afraid that you cannot deal with it all by yourself, but after hearing my praise of how you complete the tasks excellently, she's very glad and then went to check the situation out of the Far Temple. I have nothing for you to do now, you can go to follow her.","Just go, I know you want to see her.",It seems that there are something the village head want you to do.,"Haha, it's good to see you still alive. The village head said you have done a good job here.","Never mind, you may try again next time."
226,Confirm the Information,Go out of the Far Temple to seek for the information.,"It worries me that the heathenry will take revenge on you after you have killed the Demon of West Region, so I send my soul out to give you a hand. However, I found you are stronger than I thought when I saw you. So this time I send you to check the situation around the Far Temple. Don't lower your guard and pay much attention to the robbers on your way.",Be careful! The robbers are not easy to deal with.,Is there any new information?,Far Temple has been controlled by the heathenry. This will be a trouble.,"Never mind, you may try again next time."
227,Uproot the Evildoers,Go into the Far Temple for a clear inspection.,"It's unexpected that Far Temple has surrendered themselves to the heathenry and also collaborated with robbers to rob the business men and travelers. I wonder who is their head at the moment, would you like to go there again for the information?","There must be a fight between you and the monks in the temple this time, you have to take care!",Do you know who their head is?,"The information you get is of great use. You can take a rest now, there will be a task more important for you to do later.","Never mind, you may try again next time."
228,Demon of Sanskrit Sound (elite),Assemble the companions to Far Temple to kill the Demon of Sanskrit Sound.,"Now the head of Far Temple has been replaced by a evil monk called Demon of Sanskrit Sound. I  heard several years before that he is a cruel man and also difficult to deal with. But you must try to killed him no matter how difficult it is, or the friends all over the world I called out will be get in great trouble.",You'd better call out more companions to go with you.,You'd better be careful. Don't be overhasty. ,You killed him. I don't think the heathenry will let you go. It would be better for you to go with us to wipe out the rebel faction on the mountain.,"Never mind, you may try again next time."
229,Gest Test ,Kill many underlings on the way to the heathenry.,"Recently, many evils have gathered together. Never mind, we also have a good helper called Zhou Yuncong, who is waiting for you at the foot of Whorl Mountain. My soul has been away from the body for a long time and can't last longer. This time, you will have to go up the mountain alone. There hides the underlings in front, be careful...","There are many underlings, you take care!","You can't lower your guard at anything, come on!",Eighth Auntie's friend is really great! I'm glad to meet you!,"Never mind, you may try again next time."
230,Eighth Auntie's Token,Hand Eighth Auntie's token to Xu Yue to show who you are.,"A young man whose surname called Xu  Yue is waiting for you in front. Since he has never seen you before, he maybe mistake you for the underling of . So you can take this token which can show who you are. Just go! He is waiting for you on the way to the mountain.","Go immediately, brother Xu has left for there for some time.",Why are you still here? Brother Xu will use up his patience. I'm a little worried about him since it's very dangerous there and he's alone. Come on! You go there immediately.,A... I have waited for a long time.,"Never mind, you may try again next time."
250,A Child Prodigy of Three Generations,Help Zhu Wen to clear the Peach Monster.,"I was wounded because of incaution and now I'm here on the Laurel Mountain to ask for help. However, I was harassed by peach monster near the mountain road. Could you help me to clear the disgusting peach monsters since I was badly wounded?",It's really my luck to meet you!,"Those peach monsters are not easy to deal with, be careful!",Thank you very much for your help. These are the rewards that represent my appreciation.,"Never mind, you may try again next time."
251,Go to See the Doctor,Help Zhu Wen to find Ruo Lan and give her the letter.,My wound is deteriorating again. I can't even walk slightly. Could you help me to visit Ruo Lan in the Laurel Room and ask her to cure me? I have a letter for you to give her when you meet.,"Sorry to trouble you, please go there at once.",For what thing did Zhu Wen send you here?,All right! I assure that I will cure him.,"Never mind, you may try again next time."
252,Enemies Get into Laurel Room,Help Ruo Lan to wipe out the Machine Monsters appear in the Laurel Room.,"Recently, the Laurel Room usually be attacked by some strange machine monsters and this scares me. We will get into trouble if they come in when I am treating your friend.",Thanks a lot! They are just nearby.,"There seems some other machine monsters are making trouble, you'd better be quick.",That's great! Now we should be safe.,"Never mind, you may try again next time."
253,Machine Monsters,Help Ruo Lan to collect the spare parts of machine monsters.,"Although the machine monsters at the bottom have been cleared, there left the machine making trouble. It seems that they have awareness. I think it would be helpful to know the truth if I can find something from their body.","The machine monsters are difficult to deal with, you take care!","These spare parts are not enough to investigate the truth, could you go to collect some more?","En... With these spare parts, I think the truth will soon be exposed.","Never mind, you may try again next time."
254,The Medicine in Green Spring Gully,Help Ruo Lan to collect some peach blossom drew in the Green Spring Gully.,Your friend is badly wounded. I need the peach blossom dew specially produces here to cure him. It's a pity that the dosage I have at the moment can't meet his need. Could you help me to collect some peach blossom dew in the Green Spring Gully?,You can find them on the body of Peach Spirit. Be careful!,The Peach Spirit are not easy to beat.,Great! Your friend will be all right with these peach blossom dew.,"Never mind, you may try again next time."
255,Worry of Machine Man,Help the Machine Man to wipe out the feral tigers around it.,"Please don't kill me, I'm not one of the machine monsters that attack Ruo Lan. They were sent by Golden Camel who has some bad intention to Ruo Lan. Although I was sent by him too, I am an unsuccessful machine monster. It's very dangerous here and I fear to be surrounded here by the feral tigers. Could you help me to wipe out them? Maybe I can tell you more about what you want to know.",These feral tigers belong to Golden Camel. I'm afraid of them.,"These feral tigers are not ordinary animals, they have been strictly trained by Golden Camel...",Those hateful tigers finally come to the end they deserve.,"Never mind, you may try again next time."
256,Fight against Golden Camel ,Help the strange Machine Man to give a lesson to Golden Camel.,"I can tell you that the machine monsters you meet before were all made by Fly Dragon Nun. She first moved out people's memory and then put the soul into the machines. Thus comes out the terrible things. I am a failure of her production, so I still have my own memory. Golden Camel is her subordinate. I inquire you to help me give him a lesson.","Although Golden Camel is the subordinate of Fly Dragon Nun, you cannot underestimate his power. Be careful.","Take care, you'd better ask some people to go with you.","Although this time he escaped by chance, he must suffered a lot. Thank you very much!","Never mind, you may try again next time."
257,Fortune Pond,Help the villagers to wipe out the peach spirit who are guarding the pond.,"Fortune Pond is always the water source of the villagers. Recently, Fly Dragon Nun makes machine monsters with its water and also sent the peach spirit to guard there. So the villagers can't get close to the pool. Could you help to clear the monsters near the pool?",The peach spirit are more difficult to deal with than the peach monster you met before.,Why are you still here? Have you met with difficulty?,Haha! That's great! We have clean water again.,"Never mind, you may try again next time."
258,Purify the Forest,Help the villagers to take some dirty peach trunk from the body of polluted peach monster.,"It was a beautiful peach forest here before. However, it was polluted by Fly Dragon Nun's wrong actions and become worse and worse. We wonder what on earth did the Nun doing to here. So we need you to take some dirty peach trunk from the body of polluted peach monsters.","Those polluted monsters are evil, you'd better be careful.",I'm afraid we cannot judge from such little trunks.,Thank you! You ran the risk of losing your life to take so much polluted trunk for us.,"Never mind, you may try again next time."
259,Set a Trap,Go to wipe out the monster leaders according to the strange machine man.,The five leaders who make machines under Fly Dragon Nun scatter all over the Laurel Mountain any live among the ordinary monsters. We must first find them out and kill them if we want to beat machine monsters thoroughly.,"Those leaders are not ordinary evil, you'd better ask some people to go with you.",Why are you still here? Have you met with difficulty?,It's unexpected that those horrible monster leaders were all wiped out by you. ,"Never mind, you may try again next time."
260,The Map of Red Flower Cave,Help the villager to get the map of Red-flower Cave,Fly Dragon Nun now lives in the Red-flower Cave.  Red-flower Grandma is her helper. We must beat them for the sake of villagers. There are many traps in the cave. We must first to get the map of traps to disclose the traps.,"This is the good time to act now, the Machine Men are wandering about. ",We will be killed without the map of traps...,I have to spend some time on putting the pieces of maps into a whole one.,"Never mind, you may try again next time."
261,The Machine Hinge,Go to wipe out the machine giant who in charge of the machine hinge.,"It cost me a lot of time to concatenate the pieces into a whole map. We can find from the map that the hinge of the traps are in the red flower Cave. The traps in the whole cave were controlled by machine giant, the leader of the machine monster. The traps in the cave become useless as long as we beat him. But who would like to run this risk?","I suggest you to bring some helpers with you, or it's too dangerous.",Do you get into trouble with the Aborigines?,Haha! Now the machine giant in the Red-flower Cave was wiped out and the traps were destroyed. The dead time of Fly Dragon Nun is coming.,"Never mind, you may try again next time."
262,The Battle in Fencing Room,Help the villagers to wipe out the guards entrenching in the Fencing Room.,We are going to further march into the Red-flower Cave and beat the guards entrenching in the Fencing Room. Would you like to join us?,It is said that the guards are the machine giants.,We believe that you can complete this task. Come on!,We are worried about you. But you still did it excellently.,"Never mind, you may try again next time."
263,Real and Imitated Red Flower Grandma ,Help the villagers to beat Red-Flower Grandma ,"Red Flower Grandma  is on the platform in the fencing room. To beat her can greatly undermine the strength of Fly Dragon Nun. However, Red Flower Grandma  is a master of the martial art and she is also trickish. You have to keep your wits about you and don't be tricked by her.",Ask some helpers to go with you.,Why are you still here? Have you met with difficulty?,What? Her martial art is not as good as I said? Is it possible that this Red Flower Grandma is not the real one?,"Never mind, you may try again next time."
264,The Way to the Immortal Pool,Help Ruo Lan to wipe out the crocodiles that obstruct her visit to Red Flower Grandma.,"There are a great number of crocodiles in the marsh in Forest Plain.  As Immortal Crocodile's puppet, they have been hiding inside there and peering everything in the Red Flower Cave.  Go to eliminate them and visit our Red Flower Grandma who is inside the Red Flower Cave.",These crocodiles are no match for you.,You must do it quickly. I have just a little internal force and I can't last for a long time. ,"I didn't wait here in vain. With your help, I think we will kill Fly Dragon Nun soon.","Never mind, you may try again next time."
265,Fortune Pond,Help Red Flower Grandma to wipe out the pangolins that stopped her.,"How hateful... The troublesome pangolins appear after we have wiped out those disgusting crocodiles. Their skins are very hard, so they are not vulnerable. You have to take care.","Although the pangolins can't stop us, I am worried that you have lost too much strength.",How is it going on? Have you wiped out all the pangolins?,This is a hard trip. It seems that Fly Dragon Nun has got some preparation. We must be more careful during the following trips.,"Never mind, you may try again next time."
266,The Guarding Monster of the Pond,Help Ruo Lan to kill the immortal crocodile who is guarding the Dark Grass.,"Your friend is almost recovered. But I find that there are more than one kind of wound on his body. According to my observation, he has got other internal injury. I think you should go to pick some Dark Grasses for him. But the places that grow Dark Grasses are all guarded by some immortal crocodiles. That's very troublesome.","Those immortal crocodiles are very powerful. They can tear a bull easily, let alone human beings...",Why are you still here? Have you met with difficulty?,It's so dangerous... You finally get back safely. We are all worried about you.,"Never mind, you may try again next time."
267,Dark Grass,Help Ruo Lan to collect some Dark Grass,Dark Grass grows in the Grass Pool in the Fortune Pond. You must collect enough Dark Grass to cure Zhu Wen. Sorry to trouble you again.,"Although most of the monsters have been killed, there still left some. Be careful when you pick the herbs.",These dark grass are not enough. I need much more. So you have to go there again to collect more.,That's great! Now we have enough dark grass. Your friend can be cured thoroughly,"Never mind, you may try again next time."
268,The Black Stone Demon,Help Ruo Lan to give a lesson to the Black Stone Demons.,"Before you come here, I went to pick herbs alone and was bullied by the Black Stone Demons. Could you help me to give them a lesson?","Hehe, I'm glad you agree to.","Go and come back early, we will go back to treat your friend later.",Thank you for helping me with the Black Stone Demons. I think they dare not bully others any more.,"Never mind, you may try again next time."
269,Fire Rock Cave ,Help Red Flower Grandma to wipe out the fire stone monsters in the Fire rock Cave.,"Fly Dragon Nun is hiding in the Alchemical Room in the depth of the Fire Rock Cave doing some strange research. My body was bound there by her. If you want to get into the Alchemical Room, you must first beat the fire stone monsters guarding around the Fire Rock Cave.","Those fire stone monsters have absorbed the heat of the underground magma for a long time, so they are very strong. ","Those fire stone monsters are not easy to deal with, aren't they? You should be careful.","The fire stone monsters were killed by you, but we don't know what difficulty we will meet in the future.","Never mind, you may try again next time."
270,Fire Squamae,Help Red Flower Grandma to collect some fire squamae.,You must be tired after such a hard trip. Fly Dragon Nun and Golden Camel are hiding in the Alchemical Room now. I hope you can help me to collect some fire squamae before we fight against them... You can find them on the body of pangolins and crocodiles.,Those crocodiles and pangolins won't cooperate with you.,It seems that the fire squamae you collect is not enough. Haven't you seen the crocodiles and pangolins?,These fire squamae are great materials to make protective vest. Thank you for collecting so much for me.,"Never mind, you may try again next time."
271,The Nirvana,Go into the Alchemical Room to wipe out Fly Dragon Nun and Golden Camel.,Haha... Today is the last day of Fly Dragon Nun and Golden Camel. There is an saying that the mills of God grind slowly. They have done so many evil things. Please kill them on behalf of the God and all of us.,"I think we should asked some more people to go with us, thus we are more sure to be successful.",Why are you still here? Have you met with difficulty?,"They were beaten by you at last. My soul can get back to my body now. This Alchemical Room is sealed, let me send you out.","Never mind, you may try again next time."
272,The Polluted Peach Forest,Help the Laurel Mountain Assistant Apothecary to wipe out the peach evils polluted the water source.,Those polluted peach became peach spirits. They use their polluted body to pollute the only water source of our village. All of the villagers will have to move away if they continue doing this. Who can help us to wipe out the peach spirits.,All the villagers put their hopes on you.,We will wait for your good news. Come on!,Great! We have clear water source to use again.,"Never mind, you may try again next time."
273,On Behalf of Justice,Help Snow Village Officer exterminate the evil force around Far Temple.,"Far Temple used to be a peaceful place, since the evil force invade here, they robbed trade caravan, bully the villagers. They did all the evil things. $username$, could you please help me exterminate them?","Great, the Snow Village's future is in your hand!",We are waiting for your good news. ,Thank you very much! ,"Never mind, you may try again next time."
300,Divine Beast Scrolls,"According to what Immortal Lee said, go to the Snake Cave on Cloud Mountain, Rattan Cave on Tiger Mountain and the Happiness Hall in Mercy Temple to collect all three Divine Beast Scrolls. Then change them for the Divine Beast from Immortal Lee.","Recently, people from all over the country gather together in Stone City. Maybe they are all here for the Divine Beast. This is Divine Beast was one of Sixiang in Taoism. It relates to the western group of seven constellations in twenty-eight constellations. It looks like a tiger and is located in the west. Its nature is gold. Its roar has the deterrent power. $username$, it is not an easy job to get the Divine Beast. You have to get the Divine Beast scroll from the Snake Cave on Cloud Mountain, Rattan Cave on Tiger  Mountain and Happiness Hall in Mercy Temple. Hahahaha...Do you feel dizzy when heard so much about this? I have told you all that I know. Wish you good luck!",This will be a hard trip. You cannot finish it all by yourself. You'd better ask some people to go with you.,Why are you still here? You forget something? The three Divine Beast Scroll are all in the scenarios. You have to take care!,Hahaha... It never occurred to me that we can meet again. It's unexpected that you get the three of the Divine Beast Scrolls. Heroes really come from younger generations.,"Never mind, you may try again next time."
301,Protect Pink Bee,Bring Pink Bee to the Snow Village Head to take a rest.,"$username$, could you please bring me to the snow village head to heal my wound?","You'd better find some friends, it makes me feel safe. ","I am so scared, please protect me.","$username$, luckily we have you. Pink Bee can get back safely. Thank you.","Never mind, you may try again next time."
400,Infected Animals,Help Buddhist Novice Ming to exterminate the infected animals in the Lotus Cave.,Some animals lived in the Lotus Cave were infected by the evil breath. They attack the people who get into the cave. Especially the Wild Boar King. I hope you can go to the cave and kill the Wild Boar King.,They always gathering around. Take care.,I think it's better if you find some friends to go with you.,"Finally those infected animals were eliminated.  $username$, thank you!","Never mind, you may try again next time."
401,Perish Blood Eidolon,Help Buddhist Novice Ming to exterminate the dangerous Blood Eidolon.,Those Blood Eidolons like eat blood in the Lotus Cave. I hope you can go to exterminate them. Especially the Blood Eidolon Captain. ,They always gathering around. Take care.,I think it's better if you find some friends to go with you.,It's all your contribution.  I would like to say thank you so much!,"Never mind, you may try again next time."
402,Clean the Water,Help Nun Ding Xu kill the evil animals in Tide Cave.,"There are some Evils animals in the Tide Cave, $username$, will you help me go to perish them?",They always gathering around. Take care.,I think it's better if you find some friends to go with you.,It's all your contribution.  I would like to say thank you so much!,"Never mind, you may try again next time."
403,Full Moon,Nun Ding Xu clean the dangerous animals in Tide Cave.,"When the moon goes full. The evil force will appear, and Master You Tan will get into Tide Cave to expel the evils. $username$, will you help her?",They are hard to beat down.,I think it's better if you find some friends to go with you.,It's all your contribution.  I would like to say thank you so much!,"Never mind, you may try again next time."
404,[no_use]制作双黄莲蓉月饼,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
405,[no_use]制作冰皮双黄月饼,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
406,[no_use]采集成熟的柚子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
407,[no_use]200面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
408,[no_use]300面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
409,[no_use]10面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
410,[no_use]50面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
411,[no_use]100面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
412,[no_use]200面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
413,[no_use]300面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
414,[no_use]10面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
415,[no_use]50面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
416,[no_use]100面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
417,[no_use]200面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
418,[no_use]300面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
419,[no_use]10面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
420,[no_use]50面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
421,[no_use]100面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
422,[no_use]200面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
